CourseNumber,Section,Title,MinCredit,MaxCredit,Description
WELD 195,T   ,Gas Metal Arc Welding,-1,5.0,"Principles and techniques of the Gas Metal Arc Welding process on steel, stainless steel and aluminum. Course will include set-up and adjustment of the GMAW equipment for short arc, spray transfer and pulse spray transfer methods. Welding of fillet, butt and groove welds in the flat, horizontal, vertical and overhead positions to the American Welding Society D1.1 Standard. Build skills necessary for industry certification including Washington Association of Building Officials State welding certification. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 196,B   ,Flux Core Arc Welding,-1,5.0,"Principles and techniques of Flux-cored Arc Welding (FCAW) processes on mild steel. Shop safety and set-up and adjustment of equipment. Multiple-pass and groove welds in flat, horizontal, vertical and overhead positions. Development of the skills required for American Welding Society (AWS) D1.1 and /or Washington Association of Building Officials (WABO) 27-13 S standard qualification tests in all positions. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 196,S   ,Flux Core Arc Welding,-1,5.0,"Principles and techniques of Flux-cored Arc Welding (FCAW) processes on mild steel. Shop safety and set-up and adjustment of equipment. Multiple-pass and groove welds in flat, horizontal, vertical and overhead positions. Development of the skills required for American Welding Society (AWS) D1.1 and /or Washington Association of Building Officials (WABO) 27-13 S standard qualification tests in all positions. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 196,T   ,Flux Core Arc Welding,-1,5.0,"Principles and techniques of Flux-cored Arc Welding (FCAW) processes on mild steel. Shop safety and set-up and adjustment of equipment. Multiple-pass and groove welds in flat, horizontal, vertical and overhead positions. Development of the skills required for American Welding Society (AWS) D1.1 and /or Washington Association of Building Officials (WABO) 27-13 S standard qualification tests in all positions. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 225,T   ,Welding Skills Building,-1,2.0,No Description Available
WELD 226,T   ,Welding Skills Building 2,-1,2.0,Designed for the student who is seeking practice time prior to taking a state welding certification test or for the student seeking to improve current welding skills through additional lab time to meet current industry standards. May be repeated two times for credit. Assesses Core Learning Outcome 1. Lab fee: $31.45.
WELD 291,B   ,Basic Arc Welding 2,-1,5.0,"The principles and techniques of additional basic manual Shielded Metal Arc Welding using E 6010 and or E 6011 electrodes to make fillet welds and open root welds acceptable to industry standards in the flat, horizontal, vertical and overhead positions. May be repeated two times for credit. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 291,S   ,Basic Arc Welding 2,-1,5.0,"The principles and techniques of additional basic manual Shielded Metal Arc Welding using E 6010 and or E 6011 electrodes to make fillet welds and open root welds acceptable to industry standards in the flat, horizontal, vertical and overhead positions. May be repeated two times for credit. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 291,T   ,Basic Arc Welding 2,-1,5.0,"The principles and techniques of additional basic manual Shielded Metal Arc Welding using E 6010 and or E 6011 electrodes to make fillet welds and open root welds acceptable to industry standards in the flat, horizontal, vertical and overhead positions. May be repeated two times for credit. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 292,B   ,Advanced Arc Welding 2,-1,5.0,"Principles and techniques of additional advanced manual Shielded Metal Arc Welding using E 7018 electrodes to produce fillet, and groove welds in all positions acceptable to industry standards in the flat, horizontal, vertical and overhead positions. Development of skills to the level required for code standards and certification. May be repeated two times for credit. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 292,S   ,Advanced Arc Welding 2,-1,5.0,"Principles and techniques of additional advanced manual Shielded Metal Arc Welding using E 7018 electrodes to produce fillet, and groove welds in all positions acceptable to industry standards in the flat, horizontal, vertical and overhead positions. Development of skills to the level required for code standards and certification. May be repeated two times for credit. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 292,T   ,Advanced Arc Welding 2,-1,5.0,"Principles and techniques of additional advanced manual Shielded Metal Arc Welding using E 7018 electrodes to produce fillet, and groove welds in all positions acceptable to industry standards in the flat, horizontal, vertical and overhead positions. Development of skills to the level required for code standards and certification. May be repeated two times for credit. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 294,B   ,Gas Tungsten Arc Welding 2,-1,5.0,"Additional fundamentals and techniques used in the Gas Tungsten Arc Welding process. Course includes set-up and adjustment of the GTAW equipment for use with steel, stainless steel and aluminum. Identifying proper filler metals and shielding gasses for use with steel, stainless steel and aluminum. Welding of fillet, butt and groove welds in the flat, horizontal, vertical and overhead positions to the Washington Association of Building Officials Standard 27-13. May be repeated two times for credit. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 294,S   ,Gas Tungsten Arc Welding 2,-1,5.0,"Additional fundamentals and techniques used in the Gas Tungsten Arc Welding process. Course includes set-up and adjustment of the GTAW equipment for use with steel, stainless steel and aluminum. Identifying proper filler metals and shielding gasses for use with steel, stainless steel and aluminum. Welding of fillet, butt and groove welds in the flat, horizontal, vertical and overhead positions to the Washington Association of Building Officials Standard 27-13. May be repeated two times for credit. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 294,T   ,Gas Tungsten Arc Welding 2,-1,5.0,"Additional fundamentals and techniques used in the Gas Tungsten Arc Welding process. Course includes set-up and adjustment of the GTAW equipment for use with steel, stainless steel and aluminum. Identifying proper filler metals and shielding gasses for use with steel, stainless steel and aluminum. Welding of fillet, butt and groove welds in the flat, horizontal, vertical and overhead positions to the Washington Association of Building Officials Standard 27-13. May be repeated two times for credit. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 295,A   ,Welding Internship,-1,5.0,No Description Available
WELD 296,B   ,Flux Core Arc Welding 2,-1,5.0,"Designed to help students develop additional skills necessary to weld with the FCAW processes and pass an AWS D1.1 and/or a WABO 27-13 Standard Qualification test in all positions. Class will cover safety as applied to the FCAW processes; set-up and adjustment of equipment; multiple pass welds in the flat, horizontal, vertical and overhead positions; and groove welds in the flat, horizontal, vertical and overhead positions to meet current industry standards. Class is primarily a hands-on lab totaling 100 hours. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 296,S   ,Flux Core Arc Welding 2,-1,5.0,"Designed to help students develop additional skills necessary to weld with the FCAW processes and pass an AWS D1.1 and/or a WABO 27-13 Standard Qualification test in all positions. Class will cover safety as applied to the FCAW processes; set-up and adjustment of equipment; multiple pass welds in the flat, horizontal, vertical and overhead positions; and groove welds in the flat, horizontal, vertical and overhead positions to meet current industry standards. Class is primarily a hands-on lab totaling 100 hours. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 296,T   ,Flux Core Arc Welding 2,-1,5.0,"Designed to help students develop additional skills necessary to weld with the FCAW processes and pass an AWS D1.1 and/or a WABO 27-13 Standard Qualification test in all positions. Class will cover safety as applied to the FCAW processes; set-up and adjustment of equipment; multiple pass welds in the flat, horizontal, vertical and overhead positions; and groove welds in the flat, horizontal, vertical and overhead positions to meet current industry standards. Class is primarily a hands-on lab totaling 100 hours. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 297,A   ,Work Experience Internship 2,-1,5.0,"Provides students with a safe, supervised work environment to apply their additional welding and fabrication skills, fostering professional growth and self-confidence in the welding industry to meet current industry standards. May be repeated one time for credit. Assesses Core Learning Outcomes 1, 4, 5."
