CourseNumber,Title,MinCredit,MaxCredit,Description 
MATH& 146D   ,Introduction to Statistics,-1,5.0,"(Q,NS)  Introductory course.  Analysis of statistical studies, descriptive methods, probability, sampling distributions, hypothesis testing, confidence intervals, correlation.  For students in any major. Assesses Core Learning Outcome 2."
MATH& 146MH  ,Introduction to Statistics,-1,5.0,"(Q,NS)  Introductory course.  Analysis of statistical studies, descriptive methods, probability, sampling distributions, hypothesis testing, confidence intervals, correlation.  For students in any major. Assesses Core Learning Outcome 2."
MATH& 146S   ,Introduction to Statistics,-1,5.0,"(Q,NS)  Introductory course.  Analysis of statistical studies, descriptive methods, probability, sampling distributions, hypothesis testing, confidence intervals, correlation.  For students in any major. Assesses Core Learning Outcome 2."
MATH& 151D   ,Calculus I,-1,5.0,"(Q,NS) First course in calculus sequence. Limits, continuity, differentiation and antidifferentiation of algebraic and transcendental functions with applications. For majors in engineering, science, mathematics and others requiring more than one quarter of calculus. Assesses Core Learning Outcome 2."
MATH& 151E   ,Calculus I,-1,5.0,"(Q,NS) First course in calculus sequence. Limits, continuity, differentiation and antidifferentiation of algebraic and transcendental functions with applications. For majors in engineering, science, mathematics and others requiring more than one quarter of calculus. Assesses Core Learning Outcome 2."
MATH& 152C   ,Calculus II,-1,5.0,"(Q,NS) Second course in calculus sequence. Integration of algebraic and transcendental functions and applications of definite integration, including areas, volumes, work, hydrostatic force and centers of mass; polar coordinate calculus and parametric equations. Numerical techniques and improper integrals. For majors in engineering, science, mathematics and others requiring more than one quarter of calculus. Assesses Core Learning Outcome 2."
MATH& 264A   ,Calculus 4,-1,4.0,"(Q,NS) Fourth  course in calculus sequence. Triple integrals in rectangular, cylindrical and spherical coordinates with applications, calculus of vector valued functions and space curves, analysis of motion in space, directional derivatives, gradients and applications, line and surface integrals with applications, Greens theorem, Stokes theorem and the Divergence theorem. For majors in engineering, science, mathematics and others requiring more than three quarters of calculus. Assesses Core Learning Outcome 2."
MC 101A   ,Orientation and Computer Fundamentals,-1,1.0,"Use of program tools and resources to navigate coding web site and resources. Introduction to basic hardware and technologies related to the medical office environment. Assesses Core Learning Outcomes 3, 6."
MC 105A   ,Healthcare Delivery Systems and Legal Compliance,-1,3.0,"Structure, organization, and inner workings of the current healthcare system in the United States.  Legislative and regulatory processes in the United States relating to patient records and health information. Includes HIPAA (Health Insurance Information Portability Accountability Act), standards of ethical coding, and privacy and security policies. Assesses Core Learning Outcomes 1, 3, 6."
MC 112A   ,Health Information Management,-1,5.0,"Study of healthcare delivery systems, data, and use of health information. Assesses Core Learning Outcome 1."
MC 115A   ,Healthcare Reimbursement,-1,3.0,"Presents information about healthcare facilities, third-party payers, and physicians' roles in medical billing and coding. Federal legislation and claim information is also presented. Assesses Core Learning Outcome 2."
MC 120A   ,Healthcare Vocabulary,-1,4.0,"The study of vocabulary used in medical coding, including spelling; looking up words; learning root words, prefixes, suffixes, and abbreviations; creating plural medical words; understanding the meanings of words; and differentiating between alike words. Assesses Core Learning Outcomes 5, 6."
MC 136A   ,Structure and Function of the Human Body,-1,4.0,"Study of basic structure and organization of the human body as needed to assign correct medical codes. Emphasis on terminology used to identify each body system in medical reports and patient records. Assesses Core Learning Outcomes 1, 6."
MC 138A   ,Pathophysiology,-1,3.0,Identification of disease causes and processes as they relate to assigning medical diagnostic and procedural codes. Assesses Core Learning Outcome 2.
MC 140A   ,Basics of Pharmacology,-1,1.0,"Study of drug categories, classifications, routes of administration, and therapeutic effects. Includes toxicology, immune responses, pain management, poisonings and anesthesia. Assesses Core Learning Outcome 6."
MC 145A   ,Coding with ICD,-1,6.0,"Identification of disease causes and processes as they relate to assigning medical diagnostic and procedural codes. Assesses Core Learning Outcomes 1, 2."
MC 148A   ,Advanced Coding with ICD,-1,4.0,"Provides practice assigning ICD-10-CM (International Classification of Diseases, Version 10, Current Modification) diagnosis codes and ICD-10-PCS (International Classification of Diseases, Version 10, Procedure Coding System) procedure codes. Assesses Core Learning Outcomes 1, 2."
MC 150A   ,Principles of Procedural Coding,-1,6.0,"Prepares students to analyze medical records and accurately assign CPT or HCPCS codes for clinic and hospital visits, medical procedures, and other treatment modalities. Prioritization and determination of level of code assignments are also taught. Assesses Core Learning Outcomes 1, 2."
MC 180A   ,Medical Coding Practicum,-1,4.0,"Provides practice in reading healthcare scenarios to assign correct procedural and diagnostic codes. Also helps to prepare students for certification testing. Assesses Core Learning Outcomes 1, 2."
MFG TB   ,100 Safety for Manufacturing,-1,4.0,"Introduction to the basic safety requirements of the manufacturing sector. Students will be introduced to tool and power equipment safety, set up and operations. Students will also receive training for an OSHA 10 Safety Certification. OSHA cert fee: $8.48."
MFG TIB  ,100 Safety for Manufacturing,-1,4.0,"Introduction to the basic safety requirements of the manufacturing sector. Students will be introduced to tool and power equipment safety, set up and operations. Students will also receive training for an OSHA 10 Safety Certification. OSHA cert fee: $8.48."
MFG TA   ,104 Machine Operator 1,-1,20.0,"Applied machinist math including measurements, basic blue print reading, conventional lathe and mill operations, small shop tools operation and an introduction to CNC (Computer Numerical Controlled) machines. Introduction to processes and procedures, and shop safety and teamwork. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2, 3, 6. Lab fee: $284.05."
MFG TS   ,104 Machine Operator 1,-1,20.0,"Applied machinist math including measurements, basic blue print reading, conventional lathe and mill operations, small shop tools operation and an introduction to CNC (Computer Numerical Controlled) machines. Introduction to processes and procedures, and shop safety and teamwork. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2, 3, 6. Lab fee: $284.05."
MFG TWHS ,104 Machine Operator 1,-1,20.0,"Applied machinist math including measurements, basic blue print reading, conventional lathe and mill operations, small shop tools operation and an introduction to CNC (Computer Numerical Controlled) machines. Introduction to processes and procedures, and shop safety and teamwork. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2, 3, 6. Lab fee: $284.05."
MFG TA   ,105 Machine Operator 2,-1,20.0,"Course develops skills in advanced blueprint reading including understanding of Geometric Dimensioning and Tolerance; applied math skills including geometry and trigonometry, technical core skills in CNC (Computer Numerical Controlled) Machine programming and operation are further developed. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2, 3, 6. 
Lab fee: $151.55."
MFG TS   ,105 Machine Operator 2,-1,20.0,"Course develops skills in advanced blueprint reading including understanding of Geometric Dimensioning and Tolerance; applied math skills including geometry and trigonometry, technical core skills in CNC (Computer Numerical Controlled) Machine programming and operation are further developed. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2, 3, 6. 
Lab fee: $151.55."
MFG TWHS ,105 Machine Operator 2,-1,20.0,"Course develops skills in advanced blueprint reading including understanding of Geometric Dimensioning and Tolerance; applied math skills including geometry and trigonometry, technical core skills in CNC (Computer Numerical Controlled) Machine programming and operation are further developed. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2, 3, 6. 
Lab fee: $151.55."
MFG TA   ,117 Blueprint Reading and Schematics,-1,3.0,"Drafting fundamentals and orthographic interpretation necessary to read, manipulate and understand a mechanical part print; and schematic components, symbols and connectors used to describe electrical, electronics, pneumatics, hydraulics, and piping circuits. Assesses Core Learning Outcomes 1, 2, 3."
MFG TA   ,119 Introduction to Robotics,-1,5.0,"Basics of robotic operation, basic programming, interfacing, and material handling in a complex mechatronic system.  Students will gain conceptual, technical, and practical knowledge of robotic applications and how its applied in industrial tasks using hands-on, interactive robotic devices. Learning topics will include basic robot operation, manual operation, homing, end effector operation, interfacing, material handling, movement and end effector commands, looping and speed commands, and basic robot programming. Assesses Core Learning Outcomes 1, 2, 3, 6. 
Lab fee: $45.55."
MFG TS   ,124 Controls and Instrumentation,-1,5.0,"Fundamentals of controls and instrumentation troubleshooting in a mechatronics system, using knowledge of circuit boards, sensors and photo eyes; calibration and loop tuning; and final control elements, including AC, DC , and servo motors, variable speed drives, motor control, relays and motor starters. Students will build skills in troubleshooting motors and variable speed drives, adjusting speed and direction; interpreting relay logic and sizing of components for various applications. Assesses Core Learning Outcomes 1, 2, 3.
Lab fee: $28.60."
MTE 099A   ,Medical Transcription and Editing Test Preparation,-1,0.0,"No-fee, noncredit course is designed to help prepare for the Career Step final exam and other pre-employment testing.  EvCC graduates are required to take the CS final exam to qualify for Graduate Placement Services.  Serves as an opportunity to determine readiness for skills assessment evaluations that are a routine part of the medical transcription and editing (MTE) job application process. Assesses Core Learning Outcomes 1, 2, 3, 5, 6."
MTE 110A   ,Medical Records and the MT/MTE,-1,3.0,"Provides an overview of resources, tools, and references necessary to succeed as a medical transcriptionist or editor (MT/MTE) and explores the purpose and content of medical records used in healthcare documentation, as well as industry trends and the MT/MTEs role in the reimbursement cycle and risk management.  Only students pursuing the MTE certificate may enroll in MTE courses. Assesses Core Learning Outcomes 1, 3, 6."
MTE 120A   ,Language of Medical Transcription and Editing,-1,2.0,"Focuses on the study of medical terminology for proficiency necessary to enter the workforce as a medical transcriptionist or editor (MT/MTE).  The meaning of root words, prefixes, and suffixes, spelling and pronunciation, and rules regarding usage are emphasized.  Terminology for medical specialties is explored including proper formatting and use of abbreviations.  Effective research techniques are introduced and developed. Assesses Core Learning Outcomes 1, 2, 5, 6."
MTE 140A   ,Grammar Essentials for MT/MTE,-1,3.0,"Develops grammar skills necessary for the medical transcriptionist and editor (MT/MTE) to produce a finished product correctly utilizing general rules of English usage, punctuation, and grammar. The AHDI Book of Style is utilized as the definitive reference for general style standards. Assesses Core Learning Outcomes 1, 2, 5, 6."
MTE 170A   ,"Anatomy, Physiology and Disease Processes",-1,4.0,"Introduces the medical transcription and editing (MTE) student to basic human anatomical structures and body systems and diseases affecting them, including diagnoses, and treatments through an introduction to pathophysiology and disease processes. Appropriate Internet research skills as specifically relating to MTE in general and these specialties in particular are developed. Assesses Core Learning Outcomes 1, 2, 3, 5, 6."
MTE 190A   ,"Pharmacology, Lab Data, Physical Exam",-1,2.0,"Overview of drug actions and effects, absorption, distribution, metabolism, and excretion, as well as classifications and formulary in the context of medical transcription and editing (MTE).  Standard pharmaceutical terms and commonly prescribed drugs are introduced.  Physical exam and laboratory data are studied in detail with an emphasis on properly expressing findings and values. Assesses Core Learning Outcomes 1, 2, 3, 5, 6."
MTE 200A   ,Beginning Medical Transcription,-1,6.0,"Introduces medical transcription as a foundation to medical editing and includes word processing and transcription equipment.  While transcribing clinic and progress notes, grammar and punctuation specific to medical dictation, correct usage and spelling of medical terminology and abbreviations are reviewed. Introduction to accented dictation and background noise. Assesses Core Learning Outcomes 1, 2, 5, 6."
MTE 210A   ,Introduction to Speech Recognition Editing,-1,2.0,"Review of the medical transcription editing (MTE) industry including history, trends, speech recognition (SR) operators, and job roles and responsibilities.  Introduction to SR editing theory and actual industry software, keyboard shortcuts, and editing during playback of medical dictation. Assesses Core Learning Outcomes 1, 2, 6."
MTE 220A   ,Focus on Medical Specialties for MT/MTE,-1,3.0,"Content and formatting of different medical specialties and types of diagnostic reports as they relate to medical transcription and editing. The course emphasizes specialty-specific medical terminology, abbreviations, laboratory results, medications, and procedures.  Increased productivity in lines typed per minute is developed when working with these reports. Assesses Core Learning Outcomes 1, 2, 5, 6."
MTE 240A   ,Intermediate Medical Transcription,-1,6.0,"Transcription of dictation of hospital reports in a variety of formats and specialties including discharge summaries, operative reports, procedure notes, consultations, history and physicals, and radiology and emergency medicine in an acute-care setting to improve speed, accuracy, and productivity. There is continued work with accented dictation and background noise. Assesses Core Learning Outcomes 1, 2, 5, 6."
MTE 260A   ,"Shortcuts, Technology, Employment",-1,3.0,"Addresses techniques for productivity improvement including macros and expansion software.  Industry technology and trends, employment opportunities, compensation, standards including production and accuracy, and workplace expectations in medical transcription and editing (MTE).  Regulatory agencies and patient confidentiality requirements are reviewed.  Includes preparation of a cover letter and resume. Assesses Core Learning Outcomes 1, 2, 3, 5, 6."
MTE 280A   ,Advanced Medical Transcription,-1,6.0,"Improved accuracy and productivity while transcribing a range of accents, dictation styles, and medical specialties. Emphasis on working with a variety of account specifics, ranging from verbatim transcription to complex account instructions.  Dictation includes advanced acute care in radiology, ER and operative reports, as well as consultations, history and physicals, procedure and progress notes, and discharge summaries. Assesses Core Learning Outcomes 1, 2, 5, 6."
MTE 290A   ,"Speech Recognition Editing, Clinic and Acute Care",-1,3.0,"Speech recognition technology (SRT) practicum includes clinic notes and hospital and acute care reports in a variety of medical specialties.  Using keyboard shortcuts to listen, proofread, and edit medical reports generated with SRT in an industry platform, the student will demonstrate improvement in content understanding, efficiency, accuracy, and production, in addition to working with accented dictation and background noise. Assesses Core Learning Outcomes 1, 2, 5, 6."
MUSC 147CS  ,Everett Youth Symphony,-1,2.0,"(HP) Preparation and performance of standard orchestral literature.  Evenings only.  Open to interested instrumentalists, maximum age 21, no minimum.  May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2. Class meets at Jackson High School.Audition for new instrumentialists."
MUSC 151CA  ,Individualized Instruction in Applied Music,-1,2.0,"(HP) Individual instruction in piano, to be arranged.  Instructor assigned by arrangement with chair of music faculty. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2. PR: Written permission from the lead faculty of the music department."
MUSC 152CA  ,Individualized Instruction in Applied Music,-1,2.0,"(HP) Individual instruction in voice, to be arranged.  Instructor assigned by arrangement with chair of music faculty. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2. PR: Written permission from the lead faculty of the music department."
MUSC 153CA  ,Individualized Instruction in Applied Music,-1,2.0,"(HP) Individual instruction in strings, to be arranged.  Instructor assigned by arrangement with chair of music faculty. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2. PR: Written permission from the lead faculty of the music department."
MUSC 154CA  ,Individualized Instruction in Applied Music,-1,2.0,"(HP) Individual instruction in woodwinds, to be arranged.  Instructor assigned by arrangement with chair of music faculty. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2. PR: Written permission from the lead faculty of the music department."
MUSC 155CA  ,Individualized Instruction in Applied Music,-1,2.0,"(HP) Individual instruction in brass, to be arranged.  Instructor assigned by arrangement with chair of music faculty. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2. PR: Written permission from the lead faculty of the music department."
MUSC 156CA  ,Individualized Instruction in Applied Music,-1,2.0,"(HP) Individual instruction in percussion, to be arranged. Instructor assigned by arrangement with chair of music faculty. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2. PR: Written permission from the lead faculty of the music department."
MUSC 159CA  ,Individualized Instruction in Applied Music,-1,2.0,"(HP) Individual instruction in guitar, to be arranged. Instructor assigned by arrangement with chair of music faculty. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2.
 PR: Written permission from the lead faculty of the music department."
MUSC 217CA  ,Private Instruction in Composition and Improvisation,-1,2.0,"(HP) Private instruction in composing music and improvising melodic lines relating to chord structures, harmonic progressions, and appropriate scales and modes. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2. 
PR: Written permission from the lead faculty of the music department."
MUSC& 105HY  ,Music Appreciation,-1,5.0,"(H) Lectures, readings, films, and recordings concerning structure, form, and aspects of music for the listener.  Historic and stylistic examinations of music from its beginnings in western culture. Assesses Core Learning Outcome 2."
NAT SA   ,103 Sustainability and Systems,-1,5.0,"(NS) An introduction to systems thinking with an emphasis on understanding the intersection between natural and human systems.  Student analysis will focus on how to make human systems more sustainable. Simple models such as population growth and more advanced case studies will be explored with concepts such as connection circles, causal loop diagrams, reinforcing (positive feedback) loops and balancing (negative feedback) loops.  Exploration of the effects of time delays upon systems and identification of leverage points for sustainability will occur.  Course will include use of STELLA (Systems Thinking for Education and Research) software at an introductory level. Assesses Core Learning Outcomes 2, 3, 6, 7."
NURS 000OL  ,Nursing Pre,-1,0.0,Required non-credit class is part of the nursing application process. Must be completed before submitting application for Nursing Program. Application fee: $53.05.
NURS 095A   ,Success Strategies for Nursing Study,-1,1.0,"Course is designed to assist the nursing student to experience success in the nursing program.  Content includes problem solving and study strategies specific to the art and science of nursing.  Practice is offered in critical thinking and reasoning skills, application of the nursing process, test taking skills, and preparation for learning related to study required for nursing courses."
NURS 120A   ,Nursing Therapeutics II: Chronicity and Rehabilitation,-1,13.0,"Presents an integrated view of mind/body responses to altered health states.  Selected health problems of adults are viewed in relation to epidemiology, risk factors, pathophysiological mechanisms and clinical manifestations.  Content incorporates rationale for health care interventions, including diagnostic methods and treatment. Explores the application of nursing principles and theories to determine appropriate nursing diagnoses and nursing therapies.  Provides opportunities for the development of cognitive, interpersonal, and technical skills essential to the care of adult clients.  Alterations in fluid, electrolytes, acid-base balance, mobility, sensation, mood, cognition, integumentary, immunity, and metabolism are addressed. During lab students integrate and apply the art and science of nursing through the use of case studies, scenarios, clinical simulations, client care, and special projects.  This course utilizes the nursing process, critical thinking, and self- reflective activities as the basis for collaborative learning in the formulation, implementation, and evaluation of nursing care for adults experiencing selected health alterations. Assesses Core Learning Outcomes 1, 2, 3, 4, 5, 6. 
Lab fee: $347.91."
NURS 210A   ,Nursing Therapeutics IV: Family Health and Reproduction,-1,13.0,"Presents an integrated view of responses to normal growth and development from infancy through adolescence and the expanding family.  Selected health problems of women and children are examined in relation to epidemiology, risk factors, pathologic mechanisms, and clinical manifestations.  Content incorporates rationale for health care interventions including diagnostic methods and treatment.  Opportunities for the development of cognitive, interpersonal, and technical skills essential to the care of women, children, and families are provided.  During the lab students have opportunities to apply the art and science of nursing in the analysis, synthesis, provision, and evaluation of client care.  This course utilizes the nursing process and critical thinking skills as a basis for the care of women, children, and families. Assesses Core Learning Outcomes 1, 2, 3, 4, 6. 
Lab fee: $345.08."
NURS 220A   ,Nursing Therapeutics V: Multisystem Disorders,-1,13.0,"Explores multi-system physical and mental health alterations and related nursing therapies.  Presents rationale for interventions, including assessment, diagnostic methods and treatments.  Nursing therapies emphasize cognitive, interpersonal and technical activities.  Burns, cancer, dissociative disorder, head injury, hepatic failure, HIV/ AIDS, perioperative care, personality disorder, renal failure, schizophrenia, shock, and spinal cord injuries are addressed. During the lab students develop increasingly complex nursing skills and judgments through the use of critical thinking, nursing process, and self-evaluation.  This course promotes collaboration with peers and health care professionals to plan, implement, and evaluate nursing care for adults with multisystem alterations. Assesses Core Learning Outcomes 1, 2, 3, 4, 5, 6.
Lab fee: $248.20."
NUTR 160A   ,Sports Nutrition,-1,5.0,"(NS) Introductory study of sports nutrition and its relationship to health, fitness, and athletic performance.  Provides specific nutritional recommendations for individuals participating in recreational exercise as well as for competitive athletes training to improve sports performance.  Includes evaluation of ergogenic aids, dietary supplements, and nutritional practices promoted to enhance athletic performance. Body composition analysis also included. Meets AAS DTA Natural Science non-lab science degree requirement (Part B). Assesses Core Learning Outcomes 1, 2. 
Lab fee: $19.25."
NUTR 180A   ,Sustainable Food Systems: What to Eat and Why It Matters,-1,5.0,"(NS-L) Study of the current food system in the U.S. and its relationship to the environment, the economy and health, particularly the nutritional health of citizens. Specific recommendations to help individuals and institutions promote and implement sustainable practices.  Service learning component and weekly food preparation laboratory sessions for applied learning of course content.  Exploration of environmental impact of food choices including nutrient value of foods and food safety. Two field trips. Assesses Core Learning Outcome 2. 
Lab fee: $33.25."
NUTR& 101C   ,Nutrition,-1,5.0,"(NS) Basic principles of nutrition for infants, children adolescents and adults; guidelines for healthy diet, nutrient functions and food sources; and the role of nutrition in maintenance of optimal health, physiological growth and development, and disease prevention. The online version of this class requires on-campus exams; dates to be scheduled. Out-of-area students can arrange test proctors. Assesses Core Learning Outcomes 1, 2."
PEHW 101S   ,Intermediate Yoga,-1,1.0,"(TE)  Progressive training in yoga postures with breath techniques and sequence development.  Exploration of yogic diet, lifestyle, meditation and philosophy.  Demonstration of greater understanding of yoga and personal practice through teaching yoga within the classroom. Assesses Core Learning Outcomes 1, 2."
PEHW 116A   ,Cardio Fusion/Core Workout,-1,2.0,"(TE) Workout set to music is designed to train various aspects of fitness through activities such as boot camp, High Intensity Interval Training (HIIT), circuit training, and floor and step aerobics.  Stability and BOSU balls, weights, heavy balls, and flex tubing round out total body conditioning.  Emphasis on safe and proper technique and body mechanics.  No previous exercise experience is necessary. Assesses Core Learning Outcomes 1, 2."
PEHW 119A   ,"Speed, Agility, Quickness",-1,2.0,"(TE) Training exercises to improve speed, agility and quickness. Warm-up, mechanics and movements in each category. Lab fee: $35.00."
PEHW 121A   ,"Walk, Jog, Run",-1,2.0,"(TE)  Walk, jog, and run your way to improved fitness.  Correct techniques, basic physiology, and training methods for walking, jogging, and running.  May be repeated two times for credit."
PEHW 164WVA  ,Varsity Softball,-1,2.0,"(TE)  Conditioning, skills, rules, and strategy for competitive intercollegiate softball play.  May be repeated two times for credit."
PEHW 165MVA  ,Varsity Baseball,-1,2.0,"(TE)  Conditioning, skills, rules and strategies for playing competitive, intercollegiate baseball.  May be repeated two times for credit."
PEHW 166MVA  ,Varsity Track and Field,-1,2.0,"(TE)  Men's Conditioning, skills, rules, and strategy for competitive intercollegiate Track and Field competition. May be repeated two times for credit."
PEHW 166WVA  ,Varsity Track and Field,-1,2.0,"(TE)  Women's Conditioning, skills, rules, and strategy for competitive intercollegiate Track and Field competition. May be repeated two times for credit."
PEHW 235OL  ,Consumer Health,-1,5.0,"(TE)  Identify reliable sources of health information; differentiate between legitimate and fraudulent nutrition, exercise, weight loss, and health product claims; select appropriate health-care providers, products, and services. Assesses Core Learning Outcome 2."
PHIL& 120HY1 ,Symbolic Logic,-1,5.0,"(Q,NS) The course is a study of the methods and principles used to distinguish correct from incorrect reasoning.  After establishing a few basic concepts, the course will proceed to discuss three types of symbolic logic: Categorical, Propositional, and Predicate. Students are expected to participate in working through problems and proofs presented in the text and in class. (Formerly PHIL& 106). Assesses Core Learning Outcome 2."
PHIL& 120HY2 ,Symbolic Logic,-1,5.0,"(Q,NS) The course is a study of the methods and principles used to distinguish correct from incorrect reasoning.  After establishing a few basic concepts, the course will proceed to discuss three types of symbolic logic: Categorical, Propositional, and Predicate. Students are expected to participate in working through problems and proofs presented in the text and in class. (Formerly PHIL& 106). Assesses Core Learning Outcome 2."
PHOTO 112HY  ,Photography III: Creative Explorations,-1,5.0,"Third course in the Basic Photography series. Experimentation with various alternative digital processes as the basis for the study of the aesthetic, perceptual and technical theories of  photography, and the exploration of the creative process. Processes may include: Digital Pinhole, Digital Infrared, Scanograms, Scanner as Camera, Use of Alternative Printing Materials, Hand Coloring and Polaroid Transfer, among other possibilities.  Group critique sessions offer the opportunity for idea development, interpretation and evaluation of photographic imagery via written and verbal discussion. May be repeated one time for credit.Assesses Core Learning Outcome 2.
Lab fee: $104.50."
PHOTO 195A   ,Foundation Portfolio Review,-1,2.0,"Portfolio review of students work upon successful completion of program core curricula courses.   Student works individually with an assigned program instructor in evaluating their submitted portfolio to determine their readiness for advanced level courses leading to an AFA degree. Assesses Core Learning Outcome 2.
  Lab fee: $34.88."
PHOTO 212HY  ,Photography VI: Visual Thesis Project,-1,5.0,"(HP) Advanced students develop a body of personal work, thematic and sequential in nature.  Includes project proposal, print evaluations, advanced printing and presentation methods, and color management strategies.   Resultant portfolio of work is publicly exhibited and/or presented. Assesses Core Learning Outcome 2. 
Lab fee: $104.50."
PHYS 130C   ,Fabrication Skills and Safety,-1,1.0,"Designed to introduce students to the tools used in woodworking and metal fabrication, instruct students in proper use of these tools and safety protocols associated with the tools and a shop in general. This course is a prerequisite for use of tools in the physics/engineering shop and 3-D arts studio. Credit cannot be earned in both PHYS 130 and ART 130. Lab fee: $19.25."
PHYS& 114D   ,General Physics I,-1,5.0,"(NS-L) First course in a one-year algebra-based General Physics sequence(PHYS& 114-116). Topics include motion, force, momentum and energy. (Formerly PHYS& 121). Assesses Core Learning Outcomes 1, 2, 6. 
Lab fee: $33.25."
PHYS& 116A   ,General Physics III,-1,5.0,"(NS-L) Third course in a one-year algebra-based General Physics sequence (PHYS& 114-116). Topics include electromagnetism and light. (Formerly PHYS& 123). Assesses Core Learning Outcomes 1, 2, 6.
Lab fee: $33.25."
PHYS& 231A   ,Engineering Physics I Laboratory,-1,1.5,"(NS-L) Basic techniques of analysis useful for modeling experimental results and uncertainties. Working effectively as part of a team. Scientific and engineering report writing. Developing independent research skills. Offered concurrently with PHYS& 241; course material does not directly parallel PHYS&241 course material. Assesses Core Learning Outcomes 1, 2, 3. 
Lab fee: $33.25."
PHYS& 231B   ,Engineering Physics I Laboratory,-1,1.5,"(NS-L) Basic techniques of analysis useful for modeling experimental results and uncertainties. Working effectively as part of a team. Scientific and engineering report writing. Developing independent research skills. Offered concurrently with PHYS& 241; course material does not directly parallel PHYS&241 course material. Assesses Core Learning Outcomes 1, 2, 3. 
Lab fee: $33.25."
PHYS& 233A   ,Engineering Physics III Laboratory,-1,1.5,"(NS-L) Development and completion of team-designed experiment(s) utilizing instructor-approved topics. Production of a publication-quality report of results. Offered concurrently with PHYS&243. Assesses Core Learning Outcomes 1, 2, 3. 
In lieu of a lab fee, students will be required to purchase materials for individual lab projects."
PHYS& 233B   ,Engineering Physics III Laboratory,-1,1.5,"(NS-L) Development and completion of team-designed experiment(s) utilizing instructor-approved topics. Production of a publication-quality report of results. Offered concurrently with PHYS&243. Assesses Core Learning Outcomes 1, 2, 3. 
In lieu of a lab fee, students will be required to purchase materials for individual lab projects."
PHYS& 241A   ,Engineering Physics I,-1,4.0,"(NS-L)  Mechanics.  First quarter of one-year calculus-based sequence (PHYS& 241-243) in classical and modern physics for engineering majors and most science majors planning to transfer. (Formerly PHYS& 221). Assesses Core Learning Outcomes 1, 2. 
CR: PHYS& 231 or instructor permission."
PHYS& 243A   ,Engineering Physics III,-1,4.0,"(NS-L) Electromagnetism. Third quarter of one-year calculus-based sequence (PHYS& 241-243) in classical and modern physics for engineering majors and most science majors planning to transfer.(Formerly PHYS& 223). Assesses Core Learning Outcomes 1, 2.
CR: PHYS& 233 or instructor permission."
POLS& 202MO  ,American Government,-1,5.0,"(SS) Introductory analysis of the process by which policy is made at the national level in the United States.  Constitutional origins and development; ideology; influence through public opinion and media, parties and elections; interest groups and PACs; policy-making by Congress, Presidency and courts; policies, including civil rights and civil liberties. Assesses Core Learning Outcomes 1, 2, 3."
PSYC 209A   ,Research Methods in the Social Sciences,-1,5.0,"(SS) Overview of the scientific method as used in the social sciences. Major topics include the principles of empirical science, hypothesis generation and testing, research design, data analysis and interpretation, the dissemination of scientific knowledge, and ethical issues in research. Credit cannot be earned in both PSYC 209 and SOC 209. Assesses Core Learning Outcomes 1, 2, 3, 5."
PSYC HY  ,210D Human Sexuality,-1,5.0,"(SS,D) Survey of biological, psychological, and social determinants of human sexuality and sexual behavior from diverse perspectives as they relate to culture, gender, sexual orientation, disabilities, and age. Topics include cultural diversity, sexual development (physical and psychological), sexual health, reproduction (pregnancy, contraception, abortion), development of sex, gender and sexual orientation, lifespan sexuality, and adult sexual relationships. Assesses Core Learning Outcomes 2, 3, 5, 6."
PSYC& 100G   ,General Psychology,-1,5.0,"(SS) Psychology as a science focusing on five major theoretical perspectives in contemporary psychology: biological, cognitive, humanistic, psychoanalytical and learning.  Topics include the nervous system, heredity and maturation, sensory processes, perception and attention, statistical concepts, motivation, emotion, intelligence, learning and remembering, thinking, personality, adjustment, and social and abnormal behavior. Assesses Core Learning Outcomes 1, 2, 3."
PSYC& 100HY2 ,General Psychology,-1,5.0,"(SS) Psychology as a science focusing on five major theoretical perspectives in contemporary psychology: biological, cognitive, humanistic, psychoanalytical and learning.  Topics include the nervous system, heredity and maturation, sensory processes, perception and attention, statistical concepts, motivation, emotion, intelligence, learning and remembering, thinking, personality, adjustment, and social and abnormal behavior. Assesses Core Learning Outcomes 1, 2, 3."
PSYC& 100MO  ,General Psychology,-1,5.0,"(SS) Psychology as a science focusing on five major theoretical perspectives in contemporary psychology: biological, cognitive, humanistic, psychoanalytical and learning.  Topics include the nervous system, heredity and maturation, sensory processes, perception and attention, statistical concepts, motivation, emotion, intelligence, learning and remembering, thinking, personality, adjustment, and social and abnormal behavior. Assesses Core Learning Outcomes 1, 2, 3."
